difficulty,importance,scheduled_duration,category,location,fixed_time,time_difference,real_duration
0.54,0.39,77,personal,cafe,20:30,1.5,76.0
0.728,0.59,103,study,cafe,17:00,6.0,133.5
0.214,0.032,32,errand,store,,-1,32.9
0.474,0.857,32,errand,home,22:15,5.25,28.2
0.0,0.287,111,study,office,,-1,103.1
0.366,0.511,49,study,cafe,20:30,3.5,56.3
0.31,0.732,70,work,cafe,,-1,83.7
0.379,0.496,64,study,office,,-1,78.8
0.434,0.482,99,work,home,,-1,102.3
0.365,0.656,76,personal,cafe,22:45,10.75,76.9
0.316,0.93,44,errand,home,16:30,6.5,43.8
0.0,0.364,25,errand,home,18:45,5.75,17.9
0.498,0.807,102,work,cafe,20:18,0.3,0.0
0.262,0.143,116,study,office,,-1,117.9
0.362,0.228,174,social,home,,-1,180.0
0.426,0.41,135,social,cafe,21:45,3.75,138.7
0.648,0.294,43,personal,store,,-1,46.8
0.742,0.42,77,work,office,,-1,106.7
0.836,0.199,89,work,office,23:15,1.25,113.1
0.587,0.684,117,study,cafe,22:15,12.25,139.7
0.732,0.84,71,work,home,21:18,0.3,0.0
0.091,0.564,66,social,home,23:30,3.5,56.9
0.77,0.307,38,study,office,19:15,13.25,67.1
0.209,0.5,138,social,outdoor,,-1,140.2
0.686,0.643,112,work,home,,-1,134.0
0.423,0.385,79,personal,home,,-1,72.0
0.598,0.514,39,errand,store,13:00,2.0,44.7
0.09,0.508,19,errand,home,23:30,1.5,12.9
0.617,1.0,50,health,home,23:00,3.0,67.7
0.514,0.578,89,work,cafe,20:00,7.0,107.4
0.377,0.19,42,personal,cafe,,-1,44.2
0.444,0.771,71,work,home,16:30,7.5,82.3
0.687,0.473,78,work,office,22:30,16.5,108.8
0.614,0.034,40,study,cafe,,-1,50.1
0.192,0.808,18,errand,home,19:30,0.5,10.7
0.0,0.393,28,errand,home,20:00,6.0,18.8
0.305,0.38,62,personal,home,,-1,51.5
0.534,0.774,56,study,cafe,17:45,3.75,68.2
0.631,0.704,73,work,cafe,20:30,1.5,89.1
0.669,0.771,42,health,gym,,-1,74.3
0.634,0.725,117,work,cafe,,-1,137.6
0.314,0.393,66,study,office,22:45,0.75,74.3
0.418,0.652,85,work,office,23:00,13.0,105.2
0.39,0.802,21,health,home,,-1,27.2
0.0,0.243,82,personal,store,,-1,63.1
0.472,0.707,97,work,office,,-1,115.0
0.404,0.55,77,study,office,08:30,0.5,0.0
0.401,0.0,19,personal,store,,-1,27.6
1.0,0.617,20,health,home,19:45,6.75,33.1
0.619,0.476,42,health,home,,-1,44.4
0.922,0.583,92,work,cafe,,-1,147.5
0.363,0.634,46,work,office,12:00,2.0,61.6
0.563,0.0,175,social,home,18:45,1.75,126.9
0.248,0.445,24,personal,store,,-1,30.8
0.376,0.488,54,work,cafe,19:45,10.75,59.7
0.2,0.8,86,personal,store,,-1,81.2
0.41,0.0,159,social,outdoor,20:30,1.5,125.4
0.98,0.55,53,study,office,13:45,5.75,85.2
0.22,0.296,92,social,home,,-1,84.9
0.346,0.751,86,study,cafe,20:00,4.0,98.1
0.0,0.276,17,personal,cafe,23:45,12.75,22.5
0.435,0.427,45,errand,home,,-1,41.7
0.499,0.689,104,work,home,,-1,109.0
0.112,0.399,45,personal,store,18:00,10.0,43.4
0.128,0.225,40,personal,cafe,23:15,7.25,38.5
0.507,0.339,113,study,home,10:45,3.75,113.3
0.518,0.434,14,errand,home,23:18,12.3,18.9
0.64,0.608,105,work,home,20:00,5.0,126.8
0.21,0.336,148,social,home,,-1,127.4
0.382,0.74,69,work,cafe,,-1,86.7
0.397,0.445,25,personal,cafe,21:18,2.3,31.5
0.277,0.065,23,errand,home,20:00,0.0,0.0
0.351,0.429,37,study,office,18:45,8.75,53.4
0.987,0.737,21,health,gym,,-1,55.0
0.175,0.497,78,study,cafe,20:45,10.75,79.6
0.666,0.756,57,health,outdoor,23:00,1.0,97.8
0.416,0.273,77,personal,home,12:18,1.3,66.2
0.145,0.547,28,errand,home,,-1,24.5
0.492,0.501,73,work,cafe,,-1,95.8
0.416,0.481,35,personal,home,14:30,2.5,30.9
0.438,0.437,110,study,office,,-1,127.2
0.435,0.609,100,study,home,15:45,2.75,113.2
0.76,0.33,55,work,cafe,22:30,3.5,82.3
0.447,0.204,163,social,cafe,21:00,1.0,0.0
0.814,0.843,86,work,home,,-1,127.1
0.402,0.59,168,social,cafe,20:15,3.25,197.8
0.234,0.0,40,errand,outdoor,,-1,58.8
0.349,0.178,32,personal,cafe,,-1,33.4
0.625,0.215,33,personal,store,,-1,40.8
0.355,0.464,88,work,home,14:15,2.25,95.2
0.096,0.193,174,social,outdoor,21:00,5.0,148.9
0.832,0.563,85,work,office,,-1,126.0
0.328,0.356,45,errand,home,23:30,3.5,39.0
0.375,0.602,32,personal,home,,-1,32.3
0.534,0.326,41,study,cafe,,-1,53.6
0.701,0.453,40,work,home,,-1,42.7
0.443,0.215,32,work,home,22:45,1.75,32.5
0.446,0.966,33,health,home,,-1,44.2
0.298,0.861,47,health,home,22:15,2.25,54.7
0.221,0.074,12,errand,outdoor,,-1,32.7
0.304,0.517,69,work,home,23:30,8.5,72.4
0.267,0.475,83,personal,home,,-1,70.2
0.699,0.412,19,personal,home,,-1,21.5
0.005,0.599,28,personal,store,16:00,2.0,25.1
0.709,0.652,99,work,office,12:45,0.75,98.0
0.405,0.496,158,social,home,18:00,10.0,174.3
0.633,0.964,44,health,gym,17:15,0.25,0.0
0.276,0.033,162,social,cafe,22:45,0.75,0.0
0.35,0.793,87,study,cafe,14:45,0.75,80.5
0.306,0.174,95,social,cafe,20:00,13.0,90.1
0.509,0.129,35,work,cafe,12:18,2.3,48.0
0.237,0.121,26,errand,home,17:45,0.75,13.3
0.074,0.193,94,social,outdoor,23:30,3.5,105.5
0.56,0.086,117,social,home,,-1,105.7
0.209,0.503,26,personal,home,,-1,22.8
0.45,0.39,65,work,home,22:45,6.75,65.0
0.5,0.742,82,work,home,14:18,0.3,0.0
0.45,1.0,60,health,gym,,-1,97.8
0.433,0.584,50,health,gym,23:15,10.25,77.7
0.301,0.543,30,errand,home,,-1,26.0
0.286,0.116,151,social,outdoor,11:18,2.3,133.9
0.473,1.0,40,health,gym,,-1,74.1
0.393,0.186,27,personal,cafe,23:00,3.0,36.2
0.516,0.644,105,study,cafe,09:00,3.0,123.7
0.459,0.586,96,work,office,23:30,4.5,125.0
0.669,0.299,155,social,cafe,23:15,7.25,169.7
0.871,0.419,52,work,office,,-1,86.8
0.482,0.378,17,errand,home,,-1,14.7
0.424,0.2,40,personal,store,20:30,0.5,40.7
0.173,0.629,96,study,home,,-1,90.5
0.106,0.377,16,errand,store,22:15,10.25,26.8
0.41,0.413,105,work,cafe,22:45,2.75,118.9
0.294,0.558,127,social,home,,-1,132.2
0.008,0.4,65,personal,store,,-1,53.3
0.693,0.852,47,study,home,17:30,2.5,60.2
0.539,0.538,147,social,home,15:45,3.75,157.1
0.568,0.524,45,work,home,,-1,49.3
0.327,0.328,109,study,cafe,,-1,131.5
0.589,0.662,25,health,gym,,-1,48.8
0.612,0.938,60,health,outdoor,,-1,99.6
0.499,0.877,47,work,office,21:18,1.3,69.4
0.426,0.542,64,personal,store,19:18,0.3,0.0
0.007,0.479,28,errand,home,,-1,23.5
0.508,0.336,118,social,cafe,23:00,2.0,130.5
0.282,0.182,134,social,outdoor,10:18,4.3,147.3
0.7,0.477,91,study,home,23:00,2.0,108.4
0.536,0.71,18,personal,cafe,17:15,7.25,24.7
0.373,0.6,21,errand,home,18:30,1.5,20.8
0.466,0.624,51,work,cafe,20:18,1.3,70.7
0.0,0.588,12,errand,home,,-1,6.7
0.692,0.535,79,social,outdoor,17:15,0.25,0.0
0.399,0.411,49,personal,store,22:18,1.3,54.8
0.909,0.661,55,work,office,,-1,93.1
0.249,0.176,170,social,outdoor,21:45,5.75,164.8
0.786,0.642,66,work,office,,-1,105.5
0.455,0.233,59,personal,home,,-1,49.4
0.507,0.467,119,work,cafe,,-1,144.6
0.525,1.0,100,work,home,,-1,131.4
0.652,0.406,35,work,office,,-1,48.6
0.633,0.608,37,work,home,,-1,33.8
0.597,0.566,20,personal,store,18:15,2.25,29.7
0.809,0.406,74,work,office,,-1,111.2
0.173,0.635,76,study,office,15:18,0.3,0.0
0.0,0.063,95,social,home,,-1,68.2
1.0,0.518,116,study,home,16:00,10.0,170.7
0.525,0.857,89,study,home,,-1,107.0
0.341,0.613,43,study,office,,-1,51.6
0.275,0.792,65,personal,cafe,23:30,8.5,69.0
0.774,0.761,89,work,cafe,,-1,134.9
0.373,0.499,48,personal,store,,-1,52.7
0.41,0.541,37,work,cafe,,-1,52.3
0.835,0.628,49,work,cafe,16:15,5.25,78.1
0.47,0.486,35,study,home,,-1,39.8
0.469,0.561,73,social,cafe,,-1,77.1
0.306,0.87,88,study,office,,-1,122.8
0.211,0.095,49,personal,home,22:18,10.3,31.6
0.375,0.317,20,errand,outdoor,,-1,43.0
0.07,0.267,21,errand,home,,-1,13.3
0.372,0.675,25,health,gym,14:45,2.75,45.6
0.466,0.567,81,personal,home,09:18,2.3,71.7
0.099,0.164,58,personal,home,23:00,9.0,36.0
0.615,0.749,41,work,cafe,20:45,3.75,52.8
0.506,0.376,122,social,outdoor,,-1,151.9
0.391,0.482,19,personal,store,,-1,26.7
0.356,0.502,139,social,outdoor,,-1,156.9
0.614,0.641,84,study,home,22:18,13.3,95.9
0.079,0.914,50,study,home,,-1,49.3
0.509,0.644,29,errand,store,18:00,1.0,34.5
0.551,0.674,93,work,cafe,21:45,4.75,110.3
0.314,0.398,23,errand,home,22:00,0.0,0.0
0.132,0.292,32,personal,home,,-1,28.1
0.415,0.123,20,personal,cafe,18:45,0.75,31.4
0.671,0.408,86,work,office,,-1,108.3
0.178,0.257,139,social,outdoor,22:30,11.5,146.9
0.189,0.351,16,errand,store,,-1,23.0
0.565,0.515,33,errand,store,08:45,2.75,42.0
0.582,0.596,59,study,office,,-1,76.8
0.328,0.641,74,study,home,,-1,74.6
0.642,0.234,44,work,office,21:30,0.5,56.2
0.724,0.292,50,work,home,11:45,1.75,60.2
0.502,0.701,18,errand,outdoor,17:00,6.0,43.4
0.269,0.417,37,errand,outdoor,,-1,52.3
0.618,0.014,83,work,office,23:45,2.75,95.8
0.677,0.697,44,health,outdoor,,-1,83.4
0.587,0.379,107,study,office,20:30,3.5,132.2
0.57,0.329,61,work,cafe,21:45,3.75,72.1
0.462,0.547,106,work,cafe,,-1,114.4
0.442,0.113,78,social,home,20:15,4.25,64.4
0.208,0.334,71,personal,cafe,09:30,2.5,66.3
0.296,0.0,168,social,home,21:30,4.5,132.9
0.454,0.541,65,study,home,,-1,72.0
0.394,0.361,70,social,outdoor,,-1,88.8
0.362,0.289,32,personal,store,,-1,39.0
0.956,0.349,19,personal,cafe,,-1,34.3
0.302,0.437,30,personal,store,19:00,3.0,34.0
0.475,0.559,95,work,office,,-1,116.2
1.0,0.825,36,health,home,,-1,62.3
0.902,0.695,111,work,home,12:18,5.3,159.1
0.616,0.592,38,health,outdoor,22:18,0.3,53.4
0.238,0.464,44,personal,store,,-1,43.6
0.714,0.178,75,personal,store,21:18,14.3,80.0
0.284,0.497,113,study,office,,-1,126.6
0.389,0.357,115,study,office,,-1,138.4
0.427,0.551,25,errand,store,,-1,28.6
0.689,0.524,64,work,cafe,15:18,0.3,0.0
0.642,0.769,44,health,home,19:18,3.3,61.1
0.477,0.196,152,social,home,,-1,149.7
0.67,0.908,30,health,home,,-1,40.4
0.597,0.645,31,study,office,,-1,49.5
0.078,0.436,72,social,cafe,22:45,7.75,75.3
0.753,0.438,60,health,home,,-1,81.7
0.031,0.154,53,personal,cafe,,-1,44.0
0.495,0.744,116,social,home,,-1,127.3
0.244,0.25,78,personal,cafe,,-1,70.4
0.875,0.478,62,study,home,11:15,0.25,0.0
0.387,0.562,25,personal,store,23:30,5.5,30.9
0.54,0.492,119,study,cafe,20:00,2.0,127.5
0.489,0.561,21,errand,home,22:45,2.75,17.2
0.159,0.558,22,errand,outdoor,13:18,1.3,49.9
0.438,0.73,101,study,home,21:00,9.0,107.4
0.371,0.482,49,study,office,18:45,3.75,62.4
0.289,0.534,64,study,office,21:18,0.3,0.0
0.561,0.351,15,errand,store,,-1,19.9
0.154,0.111,53,personal,cafe,,-1,39.3
0.662,0.724,111,work,home,23:30,9.5,124.9
0.863,0.773,29,health,home,20:00,0.0,0.0
0.197,0.591,72,personal,cafe,18:30,6.5,62.7
0.33,0.292,121,social,home,,-1,118.0
0.612,0.8,60,study,home,08:45,1.75,71.7
0.083,0.145,19,personal,cafe,21:30,0.5,29.1
0.318,0.271,101,social,home,20:00,3.0,85.3
0.023,0.281,24,errand,outdoor,,-1,46.1
0.705,0.333,115,study,home,,-1,136.0
0.467,0.219,86,social,home,,-1,89.0
0.043,0.365,75,personal,home,,-1,51.4
0.628,0.407,53,personal,cafe,,-1,59.4
0.0,0.851,95,study,cafe,,-1,92.3
1.0,0.944,44,health,home,09:30,0.5,71.1
0.426,0.57,85,work,office,,-1,105.7
0.107,0.705,35,errand,outdoor,19:18,6.3,54.1
0.11,0.598,26,errand,outdoor,,-1,40.4
0.655,0.757,105,work,office,,-1,134.4
0.267,0.302,56,health,outdoor,,-1,90.5
0.499,0.656,15,errand,outdoor,23:00,3.0,39.4
0.697,0.456,97,social,outdoor,,-1,130.2
0.468,0.498,52,health,outdoor,,-1,85.0
0.259,0.57,38,personal,store,,-1,43.7
0.207,0.388,171,social,home,11:00,0.0,0.0
0.236,0.37,29,errand,outdoor,16:00,6.0,45.8
0.676,0.586,63,work,cafe,22:15,0.25,0.0
0.541,0.693,42,study,cafe,22:45,14.75,52.2
0.321,0.837,60,health,gym,18:18,1.3,96.4
0.473,0.268,87,study,cafe,,-1,98.9
0.659,0.38,72,social,cafe,,-1,86.3
0.081,0.198,126,social,cafe,,-1,116.2
0.262,0.149,49,personal,cafe,22:45,3.75,50.7
0.678,0.145,172,social,outdoor,23:45,9.75,197.9
0.391,0.364,173,social,cafe,21:00,0.0,0.0
0.809,0.113,91,work,cafe,13:45,4.75,121.4
0.566,0.787,113,work,home,,-1,142.6
0.59,0.719,35,study,cafe,19:18,3.3,46.2
0.52,0.518,56,work,office,21:18,11.3,73.1
0.613,0.766,44,health,home,,-1,51.8
0.296,0.356,90,study,home,21:45,7.75,93.1
0.687,0.606,42,health,gym,13:45,5.75,71.1
0.629,0.653,44,errand,outdoor,19:45,9.75,61.6
0.374,0.379,78,work,office,,-1,100.2
0.658,0.25,32,errand,outdoor,18:45,1.75,56.5
0.28,0.41,33,errand,home,,-1,24.2
0.495,0.804,47,health,gym,12:00,1.0,78.6
0.452,0.44,27,health,outdoor,20:30,3.5,57.7
0.358,0.342,114,social,home,,-1,118.8
0.519,0.467,53,health,home,,-1,61.2
0.756,0.588,75,social,home,,-1,91.0
0.221,0.521,57,work,cafe,13:18,0.3,0.0
0.844,0.747,58,work,home,,-1,89.6
0.201,0.334,32,health,home,,-1,32.7
0.503,0.748,44,health,outdoor,,-1,72.5
0.586,0.375,118,study,cafe,,-1,138.5
0.35,0.549,17,errand,outdoor,23:45,12.75,44.4
0.447,0.681,84,work,home,,-1,88.5
0.374,0.561,88,work,cafe,,-1,101.0
0.526,0.396,21,health,home,,-1,21.9
0.679,0.586,79,study,cafe,09:15,3.25,101.2
0.459,0.892,45,work,home,,-1,52.3
0.725,0.129,156,social,home,,-1,169.9
0.457,0.819,60,work,cafe,,-1,81.6
0.024,0.298,11,errand,outdoor,14:15,5.25,29.7
0.5,0.46,58,work,home,12:15,0.25,0.0
0.314,0.522,76,social,outdoor,,-1,102.8
0.328,0.603,60,personal,cafe,23:45,1.75,57.3
0.455,0.362,34,work,office,,-1,55.1
0.027,0.493,154,social,home,22:45,1.75,102.7
0.614,0.393,93,work,home,,-1,100.3
0.394,0.755,77,work,cafe,,-1,98.8
0.463,0.386,125,social,cafe,,-1,132.1
0.759,0.595,29,health,outdoor,20:18,0.3,57.2
0.0,0.313,19,errand,store,15:00,1.0,24.2
0.319,0.403,21,errand,outdoor,23:45,4.75,44.5
0.386,0.458,75,work,home,,-1,83.6
0.736,0.871,62,work,home,,-1,83.5
0.73,0.516,32,work,cafe,,-1,52.5
0.799,0.819,56,health,gym,12:45,6.75,101.0
0.657,0.105,111,work,home,,-1,115.2
0.125,0.486,32,personal,cafe,12:18,2.3,32.3
0.382,0.54,18,personal,cafe,13:18,7.3,27.2
0.209,0.212,93,social,outdoor,20:45,14.75,108.0
0.383,0.603,154,social,cafe,19:00,2.0,141.6
0.245,0.2,114,social,home,19:30,1.5,84.9
0.457,0.635,100,work,cafe,19:18,2.3,121.2
0.392,0.387,45,personal,home,22:30,4.5,36.6
0.0,0.394,23,errand,home,21:00,1.0,12.5
0.713,0.658,86,work,office,23:18,4.3,119.4
0.141,0.367,25,errand,outdoor,20:00,0.0,0.0
0.046,0.436,42,errand,home,,-1,35.9
0.462,0.512,112,work,home,23:00,2.0,115.6
0.015,0.609,82,personal,home,,-1,51.7
0.602,0.609,41,work,office,,-1,60.6
0.483,0.354,89,study,office,,-1,111.4
0.599,0.96,26,health,home,,-1,36.5
0.329,0.592,108,study,office,21:00,0.0,0.0
0.532,0.211,42,personal,cafe,23:18,2.3,47.3
0.69,0.358,35,errand,home,,-1,37.5
0.199,0.454,51,personal,cafe,,-1,51.5
0.386,0.293,96,social,outdoor,,-1,120.2
0.247,0.022,97,social,home,,-1,86.1
0.344,0.435,62,personal,store,,-1,63.6
0.637,0.623,110,work,home,,-1,125.0
0.778,0.631,38,health,outdoor,21:00,3.0,75.2
0.403,0.291,36,errand,home,,-1,33.4
0.523,0.634,56,health,home,,-1,65.3
0.413,0.575,44,study,home,20:30,14.5,47.3
0.808,0.913,36,study,home,19:18,4.3,57.0
0.571,0.724,67,work,home,,-1,70.9
0.405,1.0,104,work,cafe,,-1,142.0
0.47,0.312,165,social,cafe,,-1,181.3
0.511,0.511,91,study,office,20:00,7.0,110.5
0.316,0.854,33,errand,store,,-1,43.9
0.139,0.212,19,errand,home,16:00,2.0,16.2
0.422,0.394,39,personal,home,21:00,12.0,43.7
0.0,0.489,88,personal,cafe,,-1,71.9
0.463,0.716,55,work,office,22:45,7.75,74.9
0.373,0.35,147,social,home,19:30,11.5,154.9
0.177,0.158,83,personal,home,,-1,57.6
0.357,0.784,118,work,office,,-1,144.5
0.112,0.836,152,social,home,,-1,140.0
0.473,0.336,39,study,cafe,,-1,44.3
0.561,0.568,84,personal,home,,-1,73.1
0.802,0.733,39,study,home,,-1,52.5
0.202,0.71,50,work,home,,-1,48.7
0.913,0.295,105,study,office,,-1,157.1
0.458,0.254,16,errand,home,19:30,5.5,17.6
0.27,0.283,28,errand,store,19:45,10.75,30.2
0.554,0.802,50,work,cafe,21:18,10.3,76.5
0.39,0.523,49,personal,store,,-1,57.7
0.653,0.521,29,errand,home,17:18,2.3,24.9
0.346,0.458,65,social,cafe,,-1,74.3
0.589,0.222,39,study,office,19:18,1.3,52.3
0.418,0.071,37,work,cafe,,-1,38.8
0.178,0.445,26,errand,home,16:15,2.25,25.0
0.486,0.507,173,social,cafe,,-1,195.3
0.455,0.501,42,personal,store,,-1,48.3
0.984,0.675,59,health,gym,17:30,3.5,112.4
0.609,0.664,114,work,cafe,14:30,3.5,147.2
0.397,0.826,63,study,office,,-1,88.2
0.58,0.516,16,personal,store,23:45,1.75,25.0
0.418,0.504,42,personal,cafe,,-1,44.4
0.538,0.869,48,work,cafe,,-1,70.3
0.279,0.655,90,work,home,,-1,90.6
0.218,0.239,64,personal,cafe,22:00,0.0,0.0
0.108,0.125,116,social,home,,-1,90.5
0.577,0.231,134,social,outdoor,,-1,145.9
0.469,0.437,110,work,office,,-1,138.8
0.493,0.751,52,work,home,18:15,2.25,51.7
0.0,0.59,16,errand,home,16:00,7.0,14.2
0.0,0.605,31,errand,home,,-1,20.4
0.585,0.415,34,health,outdoor,12:30,0.5,54.0
0.32,0.453,13,errand,store,14:30,0.5,19.3
0.853,0.413,27,health,outdoor,17:00,2.0,62.7
0.464,0.769,103,study,office,22:15,5.25,132.4
0.364,0.333,75,social,outdoor,,-1,97.6
0.314,0.06,44,personal,home,,-1,37.9
0.424,0.617,33,errand,outdoor,21:45,3.75,60.3
0.54,0.555,20,personal,cafe,,-1,29.6
0.479,0.728,38,health,gym,19:30,0.5,57.1
0.763,0.623,33,health,home,17:15,7.25,44.2
0.571,0.249,16,errand,home,,-1,15.7
0.688,0.347,108,social,outdoor,,-1,154.1
0.481,0.352,45,errand,outdoor,,-1,65.3
0.522,0.249,136,social,home,17:00,2.0,116.4
0.577,1.0,87,study,cafe,15:30,1.5,112.8
0.465,0.573,41,study,office,,-1,55.6
0.507,0.417,31,errand,home,21:18,4.3,29.6
0.476,0.763,66,study,office,22:00,0.0,0.0
0.47,0.268,87,personal,home,,-1,71.0
0.677,0.484,42,health,gym,,-1,72.0
0.725,0.142,76,social,cafe,22:00,0.0,0.0
0.283,0.235,41,errand,home,,-1,28.3
0.418,0.344,62,personal,home,12:00,5.0,55.5
0.179,0.484,17,errand,home,23:00,9.0,14.5
0.704,0.605,25,health,outdoor,,-1,55.4
0.845,0.425,44,personal,store,21:30,1.5,62.3
0.525,0.465,41,errand,store,,-1,44.5
0.35,0.434,50,personal,store,17:15,9.25,54.7
0.838,0.408,98,social,home,11:18,1.3,103.8
0.0,0.633,22,errand,store,22:18,0.3,27.8
0.408,0.727,110,work,cafe,23:00,5.0,124.7
0.631,0.46,51,work,office,,-1,74.0
0.0,0.646,33,errand,outdoor,21:30,10.5,40.9
0.026,0.598,17,errand,home,,-1,7.3
0.374,0.557,92,study,home,,-1,90.1
1.0,0.446,23,health,home,16:00,3.0,41.0
0.447,0.42,100,work,home,17:00,2.0,106.3
0.647,0.785,113,work,office,,-1,149.1
0.302,0.432,125,social,home,,-1,123.1
0.619,0.9,56,work,cafe,,-1,78.4
0.483,0.69,61,work,home,,-1,67.1
0.592,0.685,106,work,home,,-1,112.6
0.037,0.49,67,personal,store,23:45,1.75,52.7
0.469,0.092,88,social,cafe,16:30,7.5,97.7
0.411,0.412,60,personal,cafe,,-1,60.6
0.28,0.528,63,work,office,,-1,81.8
0.402,0.494,73,work,home,,-1,76.1
0.44,0.066,57,personal,home,14:30,8.5,41.3
0.135,0.836,37,errand,store,,-1,42.2
0.839,0.621,54,health,home,,-1,78.0
0.341,0.262,45,health,gym,,-1,69.8
0.371,0.295,73,work,cafe,20:15,2.25,83.6
0.451,0.419,75,personal,home,20:45,1.75,61.4
0.167,0.389,16,errand,store,,-1,21.9
0.502,0.87,25,health,gym,,-1,54.4
0.463,0.478,36,health,outdoor,,-1,68.9
0.918,0.761,55,study,cafe,,-1,93.4
0.52,0.433,67,personal,store,16:00,9.0,72.5
0.338,0.159,24,errand,outdoor,,-1,44.6
0.441,0.557,27,errand,outdoor,,-1,54.2
0.442,0.451,40,personal,store,,-1,45.0
0.229,1.0,47,health,outdoor,,-1,83.1
0.664,0.624,113,work,office,,-1,139.2
0.591,0.695,58,study,home,,-1,60.3
0.571,0.374,33,personal,home,20:45,7.75,24.2
0.295,0.0,57,personal,store,21:18,9.3,49.4
0.575,0.179,92,social,outdoor,10:15,1.25,95.3
0.654,0.747,72,work,office,09:15,3.25,102.2
0.448,0.673,42,study,office,20:15,4.25,59.4
0.635,0.684,147,social,outdoor,,-1,184.6
0.274,0.604,60,work,office,21:18,1.3,73.8
0.336,0.582,80,study,office,,-1,94.2
0.0,0.183,36,errand,store,19:15,10.25,32.1
0.417,0.326,89,personal,store,18:00,6.0,93.6
0.142,0.307,109,social,cafe,23:45,2.75,104.5
0.854,0.402,119,work,cafe,16:00,3.0,171.8
0.0,0.388,82,personal,store,,-1,56.4
0.438,0.539,90,work,home,,-1,94.2
0.412,0.56,117,work,cafe,,-1,140.2
0.238,0.533,20,errand,outdoor,20:45,5.75,45.9
0.804,0.583,57,work,cafe,21:30,6.5,82.3
0.482,0.759,40,work,cafe,,-1,55.1
0.05,0.189,80,social,cafe,,-1,74.5
0.478,1.0,60,health,gym,,-1,94.1
0.374,0.463,51,health,gym,,-1,79.3
0.205,0.178,24,errand,outdoor,23:30,2.5,40.8
0.472,0.59,80,work,office,19:15,6.25,108.7
0.091,0.608,81,personal,store,,-1,66.3
0.607,0.676,23,personal,store,,-1,35.4
0.9,0.666,71,work,office,,-1,113.0
0.619,0.675,41,study,office,19:45,0.75,62.7
0.294,0.539,32,errand,store,,-1,34.0
0.71,0.841,54,health,gym,,-1,100.0
0.0,0.493,15,errand,store,,-1,20.6
0.773,0.433,86,work,office,,-1,120.6
0.388,0.427,13,errand,outdoor,21:00,7.0,36.4
0.492,0.668,112,work,cafe,,-1,134.4
0.606,0.665,91,work,cafe,,-1,106.2
0.502,0.576,16,errand,outdoor,22:15,2.25,40.1
0.238,0.459,23,personal,cafe,21:00,1.0,28.6
0.553,0.359,27,health,home,,-1,27.8
0.444,0.459,20,health,home,,-1,27.1
0.191,0.225,59,personal,cafe,,-1,57.4
0.234,0.564,16,errand,outdoor,10:15,0.25,33.0
0.427,0.138,63,social,cafe,,-1,68.6
0.784,0.386,20,errand,store,,-1,32.6
0.934,0.481,42,work,cafe,,-1,69.3
0.504,0.525,23,health,home,09:15,3.25,24.9
0.272,0.551,31,errand,store,,-1,40.1
0.548,0.853,55,personal,cafe,,-1,65.7
0.452,0.848,74,study,cafe,20:15,0.25,0.0
0.404,0.715,37,work,office,20:00,13.0,55.8
0.322,0.714,104,work,office,,-1,120.3
0.548,0.668,21,personal,store,,-1,28.2
0.783,0.668,57,health,gym,,-1,97.6
0.453,0.512,47,personal,home,21:15,9.25,41.4
0.27,0.624,22,errand,home,21:30,4.5,20.5
0.403,0.172,59,personal,home,14:00,0.0,0.0
0.333,0.626,47,study,office,17:00,5.0,63.1
0.61,0.584,94,work,home,,-1,97.9
0.871,0.738,47,study,home,21:45,4.75,64.6
0.796,0.727,33,health,outdoor,14:45,1.75,75.2
0.729,0.845,68,study,cafe,15:45,3.75,91.6
0.399,0.163,90,study,office,,-1,95.6
0.614,0.502,33,work,home,,-1,35.9
0.565,0.226,158,social,outdoor,,-1,185.6
0.68,0.637,30,work,cafe,,-1,47.0
0.229,0.757,27,errand,home,,-1,22.3
0.51,0.366,27,errand,home,15:18,3.3,30.9
0.575,1.0,47,health,home,,-1,67.0
0.28,0.498,86,personal,home,23:00,2.0,73.1
0.573,0.754,51,study,cafe,,-1,57.9
0.317,0.266,78,personal,home,,-1,68.1
0.419,0.658,15,errand,outdoor,10:30,4.5,42.3
0.234,0.334,18,errand,home,,-1,21.9
0.387,0.354,13,errand,home,13:30,0.5,10.3
0.354,0.675,44,work,home,19:30,0.5,38.1
0.53,0.413,162,social,cafe,,-1,172.9
0.802,0.88,71,work,home,23:45,12.75,97.6
0.365,0.374,48,personal,store,22:30,3.5,49.2
0.803,0.778,65,study,cafe,,-1,98.6
0.476,0.546,109,work,cafe,,-1,128.7
0.572,0.606,113,study,home,,-1,120.4
0.316,0.234,93,work,home,,-1,92.1
0.644,0.759,120,study,office,20:18,3.3,156.4
0.708,0.812,29,health,gym,18:45,0.75,54.7
0.43,0.42,59,work,cafe,08:00,2.0,71.1
0.559,0.351,21,personal,cafe,,-1,27.8
0.153,0.028,45,errand,store,,-1,38.6
0.242,0.349,44,study,cafe,,-1,52.4
0.588,0.359,34,personal,home,17:15,5.25,31.9
0.678,0.33,119,work,home,,-1,131.7
0.099,0.061,78,personal,store,15:15,7.25,55.1
0.283,0.587,19,errand,home,23:45,8.75,13.5
0.576,0.108,29,errand,outdoor,,-1,50.2
0.834,0.572,20,health,outdoor,22:30,4.5,60.3
0.704,0.874,60,health,home,,-1,77.1
